,0,1,2,3,4,5,6,7,8
1766,F0118/MID1,F0935/MID2,no,F0118,F0935,-1,-1,0,unrelated
1767,F0118/MID5,F0935/MID4,no,F0118,F0935,-1,-1,0,unrelated
1768,F0118/MID1,F0935/MID1,no,F0118,F0935,-1,-1,0,unrelated
1769,F0118/MID4,F0935/MID4,no,F0118,F0935,-1,-1,0,unrelated
1770,F0118/MID1,F0935/MID1,no,F0118,F0935,-1,-1,0,unrelated
1771,F0118/MID7,F0935/MID3,no,F0118,F0935,-1,-1,0,unrelated
1772,F0118/MID1,F0934/MID4,no,F0118,F0934,-1,-1,0,unrelated
1773,F0118/MID3,F0934/MID2,no,F0118,F0934,-1,-1,0,unrelated
1774,F0118/MID1,F0934/MID3,no,F0118,F0934,-1,-1,0,unrelated
1775,F0118/MID6,F0934/MID1,no,F0118,F0934,-1,-1,0,unrelated
1776,F0118/MID2,F0934/MID1,no,F0118,F0934,-1,-1,0,unrelated
1777,F0118/MID3,F0934/MID2,no,F0118,F0934,-1,-1,0,unrelated
1778,F0118/MID2,F0933/MID4,no,F0118,F0933,-1,-1,0,unrelated
1779,F0118/MID4,F0933/MID5,no,F0118,F0933,-1,-1,0,unrelated
1780,F0118/MID2,F0933/MID4,no,F0118,F0933,-1,-1,0,unrelated
1781,F0118/MID5,F0933/MID5,no,F0118,F0933,-1,-1,0,unrelated
1782,F0118/MID2,F0933/MID3,no,F0118,F0933,-1,-1,0,unrelated
1783,F0118/MID6,F0933/MID4,no,F0118,F0933,-1,-1,0,unrelated
1784,F0118/MID2,F0933/MID3,no,F0118,F0933,-1,-1,0,unrelated
1785,F0118/MID7,F0933/MID5,no,F0118,F0933,-1,-1,0,unrelated
1786,F0118/MID3,F0933/MID3,no,F0118,F0933,-1,-1,0,unrelated
1787,F0118/MID4,F0933/MID5,no,F0118,F0933,-1,-1,0,unrelated
1788,F0118/MID3,F0933/MID3,no,F0118,F0933,-1,-1,0,unrelated
1789,F0118/MID6,F0933/MID4,no,F0118,F0933,-1,-1,0,unrelated
1790,F0118/MID3,F0933/MID2,no,F0118,F0933,-1,-1,0,unrelated
1791,F0118/MID5,F0933/MID3,no,F0118,F0933,-1,-1,0,unrelated
1792,F0118/MID3,F0933/MID2,no,F0118,F0933,-1,-1,0,unrelated
1793,F0118/MID7,F0933/MID4,no,F0118,F0933,-1,-1,0,unrelated
1794,F0118/MID3,F0933/MID2,no,F0118,F0933,-1,-1,0,unrelated
1795,F0118/MID7,F0933/MID5,no,F0118,F0933,-1,-1,0,unrelated
1796,F0118/MID3,F0933/MID1,no,F0118,F0933,-1,-1,0,unrelated
1797,F0118/MID6,F0933/MID3,no,F0118,F0933,-1,-1,0,unrelated
1798,F0118/MID3,F0933/MID1,no,F0118,F0933,-1,-1,0,unrelated
1799,F0118/MID5,F0933/MID5,no,F0118,F0933,-1,-1,0,unrelated
1800,F0118/MID3,F0933/MID1,no,F0118,F0933,-1,-1,0,unrelated
1801,F0118/MID4,F0933/MID4,no,F0118,F0933,-1,-1,0,unrelated
1802,F0118/MID3,F0932/MID4,no,F0118,F0932,-1,-1,0,unrelated
1803,F0118/MID5,F0932/MID5,no,F0118,F0932,-1,-1,0,unrelated
1804,F0118/MID3,F0932/MID3,no,F0118,F0932,-1,-1,0,unrelated
1805,F0118/MID6,F0932/MID2,no,F0118,F0932,-1,-1,0,unrelated
1806,F0118/MID3,F0932/MID1,no,F0118,F0932,-1,-1,0,unrelated
1807,F0118/MID4,F0932/MID2,no,F0118,F0932,-1,-1,0,unrelated
1808,F0118/MID4,F0932/MID1,no,F0118,F0932,-1,-1,0,unrelated
1809,F0118/MID7,F0932/MID5,no,F0118,F0932,-1,-1,0,unrelated
1810,F0118/MID4,F0929/MID3,no,F0118,F0929,-1,-1,0,unrelated
1811,F0118/MID7,F0929/MID4,no,F0118,F0929,-1,-1,0,unrelated
1812,F0118/MID4,F0929/MID3,no,F0118,F0929,-1,-1,0,unrelated
1813,F0118/MID7,F0929/MID4,no,F0118,F0929,-1,-1,0,unrelated
1814,F0118/MID4,F0929/MID3,no,F0118,F0929,-1,-1,0,unrelated
1815,F0118/MID5,F0929/MID4,no,F0118,F0929,-1,-1,0,unrelated
1816,F0118/MID4,F0929/MID2,no,F0118,F0929,-1,-1,0,unrelated
1817,F0118/MID6,F0929/MID4,no,F0118,F0929,-1,-1,0,unrelated
1818,F0118/MID4,F0929/MID2,no,F0118,F0929,-1,-1,0,unrelated
1819,F0118/MID6,F0929/MID3,no,F0118,F0929,-1,-1,0,unrelated
1820,F0118/MID4,F0929/MID1,no,F0118,F0929,-1,-1,0,unrelated
1821,F0118/MID5,F0929/MID3,no,F0118,F0929,-1,-1,0,unrelated
1822,F0118/MID5,F0929/MID1,no,F0118,F0929,-1,-1,0,unrelated
1823,F0118/MID7,F0929/MID4,no,F0118,F0929,-1,-1,0,unrelated
1824,F0118/MID5,F0928/MID2,no,F0118,F0928,-1,-1,0,unrelated
1825,F0118/MID6,F0928/MID3,no,F0118,F0928,-1,-1,0,unrelated
1826,F0118/MID5,F0928/MID1,no,F0118,F0928,-1,-1,0,unrelated
1827,F0118/MID7,F0928/MID3,no,F0118,F0928,-1,-1,0,unrelated
1828,F0118/MID5,F0926/MID4,no,F0118,F0926,-1,-1,0,unrelated
1829,F0118/MID6,F0926/MID5,no,F0118,F0926,-1,-1,0,unrelated
1830,F0118/MID5,F0926/MID4,no,F0118,F0926,-1,-1,0,unrelated
1831,F0118/MID7,F0926/MID5,no,F0118,F0926,-1,-1,0,unrelated
1832,F0118/MID6,F0926/MID3,no,F0118,F0926,-1,-1,0,unrelated
1833,F0118/MID7,F0926/MID4,no,F0118,F0926,-1,-1,0,unrelated
1834,F0118/MID6,F0926/MID3,no,F0118,F0926,-1,-1,0,unrelated
1835,F0118/MID7,F0926/MID4,no,F0118,F0926,-1,-1,0,unrelated
1836,F0118/MID6,F0926/MID3,no,F0118,F0926,-1,-1,0,unrelated
1837,F0118/MID7,F0926/MID5,no,F0118,F0926,-1,-1,0,unrelated
1838,F0120/MID1,F0926/MID3,no,F0120,F0926,-1,-1,0,unrelated
1839,F0120/MID4,F0926/MID5,no,F0120,F0926,-1,-1,0,unrelated
1840,F0120/MID1,F0926/MID2,no,F0120,F0926,-1,-1,0,unrelated
1841,F0120/MID5,F0926/MID5,no,F0120,F0926,-1,-1,0,unrelated
1842,F0120/MID1,F0926/MID2,no,F0120,F0926,-1,-1,0,unrelated
1843,F0120/MID6,F0926/MID3,no,F0120,F0926,-1,-1,0,unrelated
1844,F0120/MID2,F0926/MID2,no,F0120,F0926,-1,-1,0,unrelated
1845,F0120/MID1,F0926/MID4,no,F0120,F0926,-1,-1,0,unrelated
1846,F0120/MID3,F0926/MID1,no,F0120,F0926,-1,-1,0,unrelated
1847,F0120/MID6,F0926/MID3,no,F0120,F0926,-1,-1,0,unrelated
1848,F0120/MID3,F0926/MID1,no,F0120,F0926,-1,-1,0,unrelated
1849,F0120/MID5,F0926/MID4,no,F0120,F0926,-1,-1,0,unrelated
1850,F0120/MID3,F0926/MID1,no,F0120,F0926,-1,-1,0,unrelated
1851,F0120/MID4,F0926/MID5,no,F0120,F0926,-1,-1,0,unrelated
1852,F0120/MID4,F0922/MID4,no,F0120,F0922,-1,-1,0,unrelated
1853,F0120/MID5,F0922/MID5,no,F0120,F0922,-1,-1,0,unrelated
1854,F0120/MID4,F0922/MID4,no,F0120,F0922,-1,-1,0,unrelated
1855,F0120/MID6,F0922/MID5,no,F0120,F0922,-1,-1,0,unrelated
1856,F0120/MID4,F0922/MID4,no,F0120,F0922,-1,-1,0,unrelated
1857,F0120/MID6,F0922/MID5,no,F0120,F0922,-1,-1,0,unrelated
1858,F0120/MID4,F0922/MID3,no,F0120,F0922,-1,-1,0,unrelated
1859,F0120/MID5,F0922/MID5,no,F0120,F0922,-1,-1,0,unrelated
1860,F0120/MID4,F0922/MID3,no,F0120,F0922,-1,-1,0,unrelated
1861,F0120/MID5,F0922/MID4,no,F0120,F0922,-1,-1,0,unrelated
1862,F0120/MID5,F0922/MID3,no,F0120,F0922,-1,-1,0,unrelated
1863,F0120/MID6,F0922/MID5,no,F0120,F0922,-1,-1,0,unrelated
1864,F0120/MID5,F0922/MID3,no,F0120,F0922,-1,-1,0,unrelated
1865,F0120/MID6,F0922/MID4,no,F0120,F0922,-1,-1,0,unrelated
1866,F0120/MID5,F0922/MID3,no,F0120,F0922,-1,-1,0,unrelated
1867,F0120/MID6,F0922/MID4,no,F0120,F0922,-1,-1,0,unrelated
1868,F0124/MID1,F0922/MID2,no,F0124,F0922,-1,-1,0,unrelated
1869,F0124/MID2,F0922/MID5,no,F0124,F0922,-1,-1,0,unrelated
1870,F0124/MID3,F0922/MID2,no,F0124,F0922,-1,-1,0,unrelated
1871,F0124/MID2,F0922/MID5,no,F0124,F0922,-1,-1,0,unrelated
1872,F0125/MID1,F0922/MID2,no,F0125,F0922,-1,-1,0,unrelated
1873,F0125/MID2,F0922/MID5,no,F0125,F0922,-1,-1,0,unrelated
1874,F0125/MID1,F0922/MID2,no,F0125,F0922,-1,-1,0,unrelated
1875,F0125/MID5,F0922/MID4,no,F0125,F0922,-1,-1,0,unrelated
1876,F0125/MID1,F0922/MID2,no,F0125,F0922,-1,-1,0,unrelated
1877,F0125/MID2,F0922/MID3,no,F0125,F0922,-1,-1,0,unrelated
1878,F0125/MID1,F0922/MID1,no,F0125,F0922,-1,-1,0,unrelated
1879,F0125/MID4,F0922/MID3,no,F0125,F0922,-1,-1,0,unrelated
1880,F0125/MID1,F0922/MID1,no,F0125,F0922,-1,-1,0,unrelated
1881,F0125/MID3,F0922/MID5,no,F0125,F0922,-1,-1,0,unrelated
1882,F0125/MID1,F0922/MID1,no,F0125,F0922,-1,-1,0,unrelated
1883,F0125/MID2,F0922/MID4,no,F0125,F0922,-1,-1,0,unrelated
1884,F0125/MID1,F0920/MID6,no,F0125,F0920,-1,-1,0,unrelated
1885,F0125/MID4,F0920/MID4,no,F0125,F0920,-1,-1,0,unrelated
1886,F0125/MID1,F0920/MID6,no,F0125,F0920,-1,-1,0,unrelated
1887,F0125/MID3,F0920/MID5,no,F0125,F0920,-1,-1,0,unrelated
1888,F0125/MID1,F0920/MID6,no,F0125,F0920,-1,-1,0,unrelated
1889,F0125/MID3,F0920/MID2,no,F0125,F0920,-1,-1,0,unrelated
1890,F0125/MID2,F0920/MID4,no,F0125,F0920,-1,-1,0,unrelated
1891,F0125/MID4,F0920/MID5,no,F0125,F0920,-1,-1,0,unrelated
1892,F0125/MID2,F0920/MID4,no,F0125,F0920,-1,-1,0,unrelated
1893,F0125/MID3,F0920/MID5,no,F0125,F0920,-1,-1,0,unrelated
1894,F0125/MID2,F0920/MID4,no,F0125,F0920,-1,-1,0,unrelated
1895,F0125/MID4,F0920/MID5,no,F0125,F0920,-1,-1,0,unrelated
1896,F0125/MID2,F0920/MID2,no,F0125,F0920,-1,-1,0,unrelated
1897,F0125/MID4,F0920/MID4,no,F0125,F0920,-1,-1,0,unrelated
1898,F0125/MID2,F0920/MID2,no,F0125,F0920,-1,-1,0,unrelated
1899,F0125/MID3,F0920/MID5,no,F0125,F0920,-1,-1,0,unrelated
1900,F0125/MID3,F0920/MID1,no,F0125,F0920,-1,-1,0,unrelated
1901,F0125/MID4,F0920/MID5,no,F0125,F0920,-1,-1,0,unrelated
1902,F0125/MID3,F0920/MID1,no,F0125,F0920,-1,-1,0,unrelated
1903,F0125/MID4,F0920/MID2,no,F0125,F0920,-1,-1,0,unrelated
1904,F0125/MID3,F0920/MID1,no,F0125,F0920,-1,-1,0,unrelated
1905,F0125/MID4,F0920/MID4,no,F0125,F0920,-1,-1,0,unrelated
1906,F0125/MID6,F0918/MID7,no,F0125,F0918,-1,-1,0,unrelated
1907,F0125/MID3,F0918/MID1,no,F0125,F0918,-1,-1,0,unrelated
1908,F0125/MID6,F0918/MID7,no,F0125,F0918,-1,-1,0,unrelated
1909,F0125/MID1,F0918/MID8,no,F0125,F0918,-1,-1,0,unrelated
1910,F0125/MID6,F0918/MID6,no,F0125,F0918,-1,-1,0,unrelated
1911,F0125/MID4,F0918/MID5,no,F0125,F0918,-1,-1,0,unrelated
1912,F0125/MID6,F0918/MID6,no,F0125,F0918,-1,-1,0,unrelated
1913,F0125/MID2,F0918/MID4,no,F0125,F0918,-1,-1,0,unrelated
1914,F0125/MID7,F0918/MID4,no,F0125,F0918,-1,-1,0,unrelated
1915,F0125/MID5,F0918/MID5,no,F0125,F0918,-1,-1,0,unrelated
1916,F0127/MID1,F0918/MID4,no,F0127,F0918,-1,-1,0,unrelated
1917,F0127/MID4,F0918/MID5,no,F0127,F0918,-1,-1,0,unrelated
1918,F0127/MID1,F0918/MID3,no,F0127,F0918,-1,-1,0,unrelated
1919,F0127/MID3,F0918/MID2,no,F0127,F0918,-1,-1,0,unrelated
1920,F0127/MID2,F0918/MID1,no,F0127,F0918,-1,-1,0,unrelated
1921,F0127/MID3,F0918/MID4,no,F0127,F0918,-1,-1,0,unrelated
1922,F0127/MID3,F0918/MID1,no,F0127,F0918,-1,-1,0,unrelated
1923,F0127/MID4,F0918/MID5,no,F0127,F0918,-1,-1,0,unrelated
1924,F0127/MID3,F0918/MID1,no,F0127,F0918,-1,-1,0,unrelated
1925,F0127/MID4,F0918/MID8,no,F0127,F0918,-1,-1,0,unrelated
1926,F0127/MID3,F0918/MID1,no,F0127,F0918,-1,-1,0,unrelated
1927,F0127/MID4,F0918/MID8,no,F0127,F0918,-1,-1,0,unrelated
1928,F0127/MID5,F0918/MID1,no,F0127,F0918,-1,-1,0,unrelated
1929,F0127/MID1,F0918/MID2,no,F0127,F0918,-1,-1,0,unrelated
1930,F0128/MID1,F0915/MID5,no,F0128,F0915,-1,-1,0,unrelated
1931,F0128/MID7,F0915/MID6,no,F0128,F0915,-1,-1,0,unrelated
1932,F0128/MID1,F0915/MID5,no,F0128,F0915,-1,-1,0,unrelated
1933,F0128/MID8,F0915/MID1,no,F0128,F0915,-1,-1,0,unrelated
1934,F0128/MID1,F0915/MID4,no,F0128,F0915,-1,-1,0,unrelated
1935,F0128/MID5,F0915/MID6,no,F0128,F0915,-1,-1,0,unrelated
1936,F0128/MID1,F0915/MID4,no,F0128,F0915,-1,-1,0,unrelated
1937,F0128/MID3,F0915/MID1,no,F0128,F0915,-1,-1,0,unrelated
1938,F0128/MID1,F0915/MID2,no,F0128,F0915,-1,-1,0,unrelated
1939,F0128/MID6,F0915/MID3,no,F0128,F0915,-1,-1,0,unrelated
1940,F0128/MID2,F0915/MID1,no,F0128,F0915,-1,-1,0,unrelated
1941,F0128/MID7,F0915/MID6,no,F0128,F0915,-1,-1,0,unrelated
1942,F0128/MID2,F0915/MID1,no,F0128,F0915,-1,-1,0,unrelated
1943,F0128/MID6,F0915/MID6,no,F0128,F0915,-1,-1,0,unrelated
1944,F0128/MID2,F0915/MID1,no,F0128,F0915,-1,-1,0,unrelated
1945,F0128/MID8,F0915/MID3,no,F0128,F0915,-1,-1,0,unrelated
1946,F0128/MID2,F0915/MID1,no,F0128,F0915,-1,-1,0,unrelated
1947,F0128/MID5,F0915/MID6,no,F0128,F0915,-1,-1,0,unrelated
1948,F0128/MID2,F0911/MID5,no,F0128,F0911,-1,-1,0,unrelated
1949,F0128/MID3,F0911/MID6,no,F0128,F0911,-1,-1,0,unrelated
1950,F0128/MID3,F0911/MID3,no,F0128,F0911,-1,-1,0,unrelated
1951,F0128/MID7,F0911/MID4,no,F0128,F0911,-1,-1,0,unrelated
1952,F0128/MID3,F0911/MID3,no,F0128,F0911,-1,-1,0,unrelated
1953,F0128/MID6,F0911/MID4,no,F0128,F0911,-1,-1,0,unrelated
1954,F0128/MID3,F0911/MID2,no,F0128,F0911,-1,-1,0,unrelated
1955,F0128/MID5,F0911/MID3,no,F0128,F0911,-1,-1,0,unrelated
1956,F0128/MID3,F0911/MID2,no,F0128,F0911,-1,-1,0,unrelated
1957,F0128/MID5,F0911/MID4,no,F0128,F0911,-1,-1,0,unrelated
1958,F0128/MID3,F0911/MID1,no,F0128,F0911,-1,-1,0,unrelated
1959,F0128/MID6,F0911/MID5,no,F0128,F0911,-1,-1,0,unrelated
1960,F0128/MID3,F0911/MID1,no,F0128,F0911,-1,-1,0,unrelated
1961,F0128/MID6,F0911/MID5,no,F0128,F0911,-1,-1,0,unrelated
1962,F0128/MID3,F0911/MID1,no,F0128,F0911,-1,-1,0,unrelated
1963,F0128/MID5,F0911/MID4,no,F0128,F0911,-1,-1,0,unrelated
1964,F0128/MID3,F0911/MID1,no,F0128,F0911,-1,-1,0,unrelated
1965,F0128/MID7,F0911/MID3,no,F0128,F0911,-1,-1,0,unrelated
1966,F0128/MID3,F0909/MID3,no,F0128,F0909,-1,-1,0,unrelated
1967,F0128/MID7,F0909/MID4,no,F0128,F0909,-1,-1,0,unrelated
1968,F0128/MID4,F0909/MID3,no,F0128,F0909,-1,-1,0,unrelated
1969,F0128/MID3,F0909/MID4,no,F0128,F0909,-1,-1,0,unrelated
1970,F0128/MID4,F0909/MID3,no,F0128,F0909,-1,-1,0,unrelated
1971,F0128/MID1,F0909/MID4,no,F0128,F0909,-1,-1,0,unrelated
1972,F0128/MID4,F0909/MID2,no,F0128,F0909,-1,-1,0,unrelated
1973,F0128/MID5,F0909/MID3,no,F0128,F0909,-1,-1,0,unrelated
1974,F0128/MID4,F0909/MID2,no,F0128,F0909,-1,-1,0,unrelated
1975,F0128/MID6,F0909/MID4,no,F0128,F0909,-1,-1,0,unrelated
1976,F0128/MID4,F0909/MID1,no,F0128,F0909,-1,-1,0,unrelated
1977,F0128/MID7,F0909/MID3,no,F0128,F0909,-1,-1,0,unrelated
1978,F0128/MID5,F0909/MID1,no,F0128,F0909,-1,-1,0,unrelated
1979,F0128/MID6,F0909/MID4,no,F0128,F0909,-1,-1,0,unrelated
1980,F0128/MID5,F0906/MID2,no,F0128,F0906,-1,-1,0,unrelated
1981,F0128/MID6,F0906/MID3,no,F0128,F0906,-1,-1,0,unrelated
1982,F0128/MID5,F0906/MID1,no,F0128,F0906,-1,-1,0,unrelated
1983,F0128/MID7,F0906/MID3,no,F0128,F0906,-1,-1,0,unrelated
1984,F0128/MID5,F0904/MID2,no,F0128,F0904,-1,-1,0,unrelated
1985,F0128/MID8,F0904/MID1,no,F0128,F0904,-1,-1,0,unrelated
1986,F0128/MID5,F0901/MID5,no,F0128,F0901,-1,-1,0,unrelated
1987,F0128/MID7,F0901/MID4,no,F0128,F0901,-1,-1,0,unrelated
1988,F0128/MID6,F0901/MID3,no,F0128,F0901,-1,-1,0,unrelated
1989,F0128/MID7,F0901/MID1,no,F0128,F0901,-1,-1,0,unrelated
1990,F0128/MID6,F0901/MID3,no,F0128,F0901,-1,-1,0,unrelated
1991,F0128/MID7,F0901/MID4,no,F0128,F0901,-1,-1,0,unrelated
1992,F0130/MID1,F0901/MID2,no,F0130,F0901,-1,-1,0,unrelated
1993,F0130/MID2,F0901/MID4,no,F0130,F0901,-1,-1,0,unrelated
1994,F0130/MID1,F0901/MID2,no,F0130,F0901,-1,-1,0,unrelated
1995,F0130/MID5,F0901/MID1,no,F0130,F0901,-1,-1,0,unrelated
1996,F0130/MID1,F0901/MID1,no,F0130,F0901,-1,-1,0,unrelated
1997,F0130/MID5,F0901/MID4,no,F0130,F0901,-1,-1,0,unrelated
1998,F0130/MID3,F0899/MID3,no,F0130,F0899,-1,-1,0,unrelated
1999,F0130/MID5,F0899/MID1,no,F0130,F0899,-1,-1,0,unrelated
2000,F0130/MID3,F0899/MID2,no,F0130,F0899,-1,-1,0,unrelated
2001,F0130/MID1,F0899/MID1,no,F0130,F0899,-1,-1,0,unrelated
2002,F0130/MID3,F0898/MID3,no,F0130,F0898,-1,-1,0,unrelated
2003,F0130/MID2,F0898/MID4,no,F0130,F0898,-1,-1,0,unrelated
2004,F0130/MID4,F0898/MID2,no,F0130,F0898,-1,-1,0,unrelated
2005,F0130/MID2,F0898/MID1,no,F0130,F0898,-1,-1,0,unrelated
2006,F0130/MID4,F0898/MID2,no,F0130,F0898,-1,-1,0,unrelated
2007,F0130/MID5,F0898/MID3,no,F0130,F0898,-1,-1,0,unrelated
2008,F0130/MID4,F0898/MID1,no,F0130,F0898,-1,-1,0,unrelated
2009,F0130/MID1,F0898/MID4,no,F0130,F0898,-1,-1,0,unrelated
2010,F0131/MID1,F0898/MID1,no,F0131,F0898,-1,-1,0,unrelated
2011,F0131/MID3,F0898/MID3,no,F0131,F0898,-1,-1,0,unrelated
2012,F0131/MID1,F0897/MID4,no,F0131,F0897,-1,-1,0,unrelated
2013,F0131/MID2,F0897/MID5,no,F0131,F0897,-1,-1,0,unrelated
2014,F0131/MID1,F0897/MID4,no,F0131,F0897,-1,-1,0,unrelated
2015,F0131/MID2,F0897/MID5,no,F0131,F0897,-1,-1,0,unrelated
2016,F0132/MID1,F0897/MID4,no,F0132,F0897,-1,-1,0,unrelated
2017,F0132/MID4,F0897/MID5,no,F0132,F0897,-1,-1,0,unrelated
2018,F0132/MID1,F0897/MID4,no,F0132,F0897,-1,-1,0,unrelated
2019,F0132/MID3,F0897/MID9,no,F0132,F0897,-1,-1,0,unrelated
2020,F0132/MID2,F0897/MID3,no,F0132,F0897,-1,-1,0,unrelated
2021,F0132/MID4,F0897/MID4,no,F0132,F0897,-1,-1,0,unrelated
2022,F0132/MID2,F0897/MID3,no,F0132,F0897,-1,-1,0,unrelated
2023,F0132/MID3,F0897/MID9,no,F0132,F0897,-1,-1,0,unrelated
2024,F0135/MID1,F0897/MID3,no,F0135,F0897,-1,-1,0,unrelated
2025,F0135/MID5,F0897/MID5,no,F0135,F0897,-1,-1,0,unrelated
2026,F0135/MID1,F0897/MID3,no,F0135,F0897,-1,-1,0,unrelated
2027,F0135/MID3,F0897/MID2,no,F0135,F0897,-1,-1,0,unrelated
2028,F0135/MID1,F0897/MID2,no,F0135,F0897,-1,-1,0,unrelated
2029,F0135/MID5,F0897/MID5,no,F0135,F0897,-1,-1,0,unrelated
2030,F0135/MID1,F0897/MID2,no,F0135,F0897,-1,-1,0,unrelated
2031,F0135/MID2,F0897/MID4,no,F0135,F0897,-1,-1,0,unrelated
2032,F0135/MID2,F0897/MID2,no,F0135,F0897,-1,-1,0,unrelated
2033,F0135/MID3,F0897/MID5,no,F0135,F0897,-1,-1,0,unrelated
2034,F0135/MID2,F0897/MID2,no,F0135,F0897,-1,-1,0,unrelated
2035,F0135/MID3,F0897/MID4,no,F0135,F0897,-1,-1,0,unrelated
2036,F0136/MID1,F0897/MID2,no,F0136,F0897,-1,-1,0,unrelated
2037,F0136/MID2,F0897/MID4,no,F0136,F0897,-1,-1,0,unrelated
2038,F0138/MID1,F0897/MID1,no,F0138,F0897,-1,-1,0,unrelated
2039,F0138/MID2,F0897/MID2,no,F0138,F0897,-1,-1,0,unrelated
2040,F0138/MID1,F0897/MID1,no,F0138,F0897,-1,-1,0,unrelated
2041,F0138/MID2,F0897/MID9,no,F0138,F0897,-1,-1,0,unrelated
2042,F0138/MID6,F0897/MID1,no,F0138,F0897,-1,-1,0,unrelated
2043,F0138/MID1,F0897/MID4,no,F0138,F0897,-1,-1,0,unrelated
2044,F0138/MID6,F0897/MID1,no,F0138,F0897,-1,-1,0,unrelated
2045,F0138/MID2,F0897/MID5,no,F0138,F0897,-1,-1,0,unrelated
2046,F0141/MID1,F0896/MID4,no,F0141,F0896,-1,-1,0,unrelated
2047,F0141/MID4,F0896/MID5,no,F0141,F0896,-1,-1,0,unrelated
2048,F0141/MID1,F0896/MID4,no,F0141,F0896,-1,-1,0,unrelated
2049,F0141/MID6,F0896/MID5,no,F0141,F0896,-1,-1,0,unrelated
2050,F0141/MID1,F0896/MID4,no,F0141,F0896,-1,-1,0,unrelated
2051,F0141/MID5,F0896/MID5,no,F0141,F0896,-1,-1,0,unrelated
2052,F0141/MID1,F0896/MID3,no,F0141,F0896,-1,-1,0,unrelated
2053,F0141/MID3,F0896/MID5,no,F0141,F0896,-1,-1,0,unrelated
2054,F0141/MID2,F0896/MID3,no,F0141,F0896,-1,-1,0,unrelated
2055,F0141/MID4,F0896/MID4,no,F0141,F0896,-1,-1,0,unrelated
2056,F0141/MID2,F0896/MID3,no,F0141,F0896,-1,-1,0,unrelated
2057,F0141/MID5,F0896/MID4,no,F0141,F0896,-1,-1,0,unrelated
2058,F0141/MID2,F0896/MID3,no,F0141,F0896,-1,-1,0,unrelated
2059,F0141/MID3,F0896/MID5,no,F0141,F0896,-1,-1,0,unrelated
2060,F0141/MID2,F0896/MID3,no,F0141,F0896,-1,-1,0,unrelated
2061,F0141/MID6,F0896/MID4,no,F0141,F0896,-1,-1,0,unrelated
2062,F0141/MID3,F0896/MID2,no,F0141,F0896,-1,-1,0,unrelated
2063,F0141/MID6,F0896/MID3,no,F0141,F0896,-1,-1,0,unrelated
2064,F0141/MID3,F0896/MID2,no,F0141,F0896,-1,-1,0,unrelated
2065,F0141/MID4,F0896/MID5,no,F0141,F0896,-1,-1,0,unrelated
2066,F0141/MID3,F0896/MID2,no,F0141,F0896,-1,-1,0,unrelated
2067,F0141/MID4,F0896/MID4,no,F0141,F0896,-1,-1,0,unrelated
2068,F0141/MID3,F0896/MID1,no,F0141,F0896,-1,-1,0,unrelated
2069,F0141/MID6,F0896/MID4,no,F0141,F0896,-1,-1,0,unrelated
2070,F0141/MID3,F0896/MID1,no,F0141,F0896,-1,-1,0,unrelated
2071,F0141/MID5,F0896/MID5,no,F0141,F0896,-1,-1,0,unrelated
2072,F0141/MID3,F0896/MID1,no,F0141,F0896,-1,-1,0,unrelated
2073,F0141/MID5,F0896/MID3,no,F0141,F0896,-1,-1,0,unrelated
2074,F0141/MID3,F0895/MID5,no,F0141,F0895,-1,-1,0,unrelated
2075,F0141/MID6,F0895/MID4,no,F0141,F0895,-1,-1,0,unrelated
2076,F0141/MID3,F0895/MID5,no,F0141,F0895,-1,-1,0,unrelated
2077,F0141/MID4,F0895/MID1,no,F0141,F0895,-1,-1,0,unrelated
2078,F0141/MID4,F0895/MID5,no,F0141,F0895,-1,-1,0,unrelated
2079,F0141/MID5,F0895/MID3,no,F0141,F0895,-1,-1,0,unrelated
2080,F0141/MID4,F0895/MID3,no,F0141,F0895,-1,-1,0,unrelated
2081,F0141/MID5,F0895/MID4,no,F0141,F0895,-1,-1,0,unrelated
2082,F0141/MID4,F0895/MID3,no,F0141,F0895,-1,-1,0,unrelated
2083,F0141/MID5,F0895/MID4,no,F0141,F0895,-1,-1,0,unrelated
2084,F0141/MID4,F0895/MID3,no,F0141,F0895,-1,-1,0,unrelated
2085,F0141/MID6,F0895/MID4,no,F0141,F0895,-1,-1,0,unrelated
2086,F0141/MID4,F0895/MID2,no,F0141,F0895,-1,-1,0,unrelated
2087,F0141/MID6,F0895/MID3,no,F0141,F0895,-1,-1,0,unrelated
2088,F0141/MID5,F0895/MID2,no,F0141,F0895,-1,-1,0,unrelated
2089,F0141/MID6,F0895/MID4,no,F0141,F0895,-1,-1,0,unrelated
2090,F0141/MID5,F0895/MID1,no,F0141,F0895,-1,-1,0,unrelated
2091,F0141/MID6,F0895/MID3,no,F0141,F0895,-1,-1,0,unrelated
2092,F0141/MID5,F0895/MID1,no,F0141,F0895,-1,-1,0,unrelated
2093,F0141/MID6,F0895/MID4,no,F0141,F0895,-1,-1,0,unrelated
2094,F0142/MID2,F0894/MID3,no,F0142,F0894,-1,-1,0,unrelated
2095,F0142/MID3,F0894/MID2,no,F0142,F0894,-1,-1,0,unrelated
2096,F0142/MID2,F0894/MID1,no,F0142,F0894,-1,-1,0,unrelated
2097,F0142/MID8,F0894/MID2,no,F0142,F0894,-1,-1,0,unrelated
